candidate_id,queue_id,source_document_id,pmid,pmcid,doi,title,journal_or_agency,publication_year,source_url,evidence_domain,candidate_modality,candidate_source_location,candidate_matched_terms,fetch_status,article_type,pmc_license,proposed_source_location,source_anchor_hash,machine_matched_terms,molecule_name_proposed,molecule_id,molecule_canonical_name,modality_name,target_gene_symbol_proposed,target_gene_symbol,disease_context,therapeutic_status,external_ids,verified_entity_table,endpoint_name_proposed,endpoint_name,endpoint_category_proposed,endpoint_category,evidence_type_proposed,evidence_type,assay_type_proposed,assay_type,model_context_proposed,model_context,organism,cell_line_or_tissue,dose_value,dose_unit,exposure_time_value,exposure_time_unit,replicate_count,assay_source_location,measured_value_proposed,measured_value,measured_unit_proposed,measured_unit,direction_proposed,direction,significance_label_proposed,significance_label,offtarget_gene_symbol,offtarget_transcript_id,measured_effect,effect_unit,match_type,seed_match_length,is_observed_experimental,is_computational_prediction,evidence_grade_proposed,evidence_grade,source_location_verified,benchmark_eligible_proposed,curator_decision,curator_id,validation_status,audit_note_proposed,audit_note,risk_flags
615,1441,1410,41315228,PMC12663328,10.1038/s41467-025-65799-5,The nucleobase guanine at the 3'-terminus of oligonucleotide RGLS4326 drives off-target AMPAR inhibition and CNS toxicity.,Nat Commun,2025,https://pubmed.ncbi.nlm.nih.gov/41315228/,toxicity,ASO,PubMed abstract sentence 2,toxicity;toxic,cache,research-article,,"Method > Toxicology, pharmacokinetic, and pharmacodynamic studies; paragraph 28",66b651d11187d603,toxicity; toxic; kidney; liver; adverse; safety; complement,RGLS4326,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,"Method > Toxicology, pharmacokinetic, and pharmacodynamic studies; paragraph 28",true,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",none
819,1879,1527,41283704,PMC12703748,10.1021/acs.jmedchem.5c02209,Dually Decorated Palmitate-Containing Lipid Nanoparticles for the Targeted Delivery of siRNAs against HER2 and Hsp27 in HER2(+) Breast Cancer.,J Med Chem,2025,https://pubmed.ncbi.nlm.nih.gov/41283704/,toxicity,siRNA,PubMed abstract sentence 6,toxicity;toxic,cache,research-article,,Results and Discussion > Dually Functionalized LNPs; paragraph 41,d9c92027ce573458,toxicity; toxic; safety; tolerability; cytotoxicity; sirna,HER2; Hsp27,,,siRNA,,,,,{},toxicity_endpoint,safety/tolerability,safety/tolerability,general safety,general safety,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and Discussion > Dually Functionalized LNPs; paragraph 41,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
847,1947,1547,40091434,PMC12038542,10.1002/adma.202419538,Formulation and Characterization of Novel Ionizable and Cationic Lipid Nanoparticles for the Delivery of Splice-Switching Oligonucleotides.,Adv Mater,2025,https://pubmed.ncbi.nlm.nih.gov/40091434/,toxicity,ASO,PubMed abstract sentence 4,toxicity;toxic,cache,research-article,,Results and Discussion > Novel Lipid Nanoparticle Formulation can Outperform MC3 LNPs in Certain Cell Types; paragraph 21,7796e88ee60afc40,toxicity; toxic; liver; cytotoxicity,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and Discussion > Novel Lipid Nanoparticle Formulation can Outperform MC3 LNPs in Certain Cell Types; paragraph 21,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
1128,2690,1778,41658564,PMC12875956,10.3389/fonc.2025.1722906,Direct pulmonary delivery route in lung cancer: a highway for siRNA therapeutics.,Front Oncol,2025,https://pubmed.ncbi.nlm.nih.gov/41658564/,toxicity,siRNA,PubMed abstract sentence 6,toxicity;toxic,cache,review-article,,Introduction; paragraph 5,ee226830e0f2ee05,liver; safety; immunogenicity; antisense oligonucleotide; antisense; oligonucleotide; aso; sirna; small interfering rna; galnac; lna,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,C,C,Introduction; paragraph 5,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result; review_or_meta_analysis
1131,2697,1780,41480638,PMC12754785,10.1093/narcan/zcaf053,IGF1R-targeted delivery of a bridged nucleic acid oligonucleotide-peptide conjugate for microRNA-21 inhibition in triple-negative breast cancer.,NAR Cancer,2025,https://pubmed.ncbi.nlm.nih.gov/41480638/,toxicity,ASO,PubMed abstract sentence 11,toxicity;toxic,cache,research-article,,Results > Liver and kidney toxicity assessment of BND6482; paragraph 61,11b22be0822190dc,toxicity; toxic; kidney; liver; safety; antisense oligonucleotide; antisense; oligonucleotide; lna,IGF1R-targeted,,BND6482,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,mouse serum chemistry and liver/kidney immunohistochemistry,,EMT6 tumor-bearing female Balb/c mice treated with BND6482,mouse,serum; liver; kidney,5,mg/kg,,,,Results > Liver and kidney toxicity assessment of BND6482; paragraph 61,,,,,,no observed toxicity,,non-significant,,,,,,,1,0,B,B,Results > Liver and kidney toxicity assessment of BND6482; paragraph 61,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section supports no significant liver or kidney toxicity markers for BND6482 at the tested dose.,none
1134,2704,1782,41446212,PMC12724171,10.64898/2025.12.17.693452,Evaluating the effects of aging on biodistribution and gene silencing activity of lipid-siRNA conjugates delivered into cerebrospinal fluid.,bioRxiv,2025,https://pubmed.ncbi.nlm.nih.gov/41446212/,toxicity,siRNA,PubMed abstract sentence 2,toxicity;toxic,cache,research-article,,Results > Safety assessments reveal L2-Htt is well tolerated in aged mice; paragraph 43,27f39429d563c168,toxicity; toxic; renal; kidney; liver; safety; sirna,,,L2-Htt,siRNA,,HTT,,,{},toxicity_endpoint,hepatotoxicity,safety/tolerability,hepatic,general safety,,,full_text_experimental_context_needs_curator_resolution,mouse ICV safety assessment with serum chemistry and cytokine profiling,,aged mice after CSF delivery of lipid-siRNA conjugate,mouse,cortex; serum; liver; kidney,15,nanomole,,,,Results > Safety assessments reveal L2-Htt is well tolerated in aged mice; paragraph 43,,,,,,no observed toxicity,,non-significant,,,,,,,1,0,B,B,Results > Safety assessments reveal L2-Htt is well tolerated in aged mice; paragraph 43,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Full text checked; Results section supports L2-Htt/L2-siRNA tolerability in aged mice without systemic toxicity, neuroinflammation, or organ dysfunction.",none
1156,2760,1799,41050095,PMC12495476,10.1016/j.mtbio.2025.102314,pH-responsive 2D niobium carbide nanosheets for targeted circPUM1 siRNA delivery in ovarian cancer therapy.,Mater Today Bio,2025,https://pubmed.ncbi.nlm.nih.gov/41050095/,toxicity,siRNA,PubMed abstract sentence 6,toxicity;toxic,cache,research-article,,Results and discussion > In vitro antitumor performance of P-Nb2C@si-circPUM1 in ovarian cancer cells; paragraph 38,57deae165f529581,toxicity; toxic; safety; cytotoxicity,circPUM1,,,siRNA,,,,,{},toxicity_endpoint,safety/tolerability,safety/tolerability,general safety,general safety,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and discussion > In vitro antitumor performance of P-Nb2C@si-circPUM1 in ovarian cancer cells; paragraph 38,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
1187,2837,1822,40700483,PMC12285696,10.1126/sciadv.adv6990,Engineering hybrid nanoparticles for targeted codelivery of triptolide and CYP3A4-siRNA against pulmonary metastatic melanoma.,Sci Adv,2025,https://pubmed.ncbi.nlm.nih.gov/40700483/,toxicity,siRNA,PubMed abstract sentence 6,toxicity;toxic,cache,research-article,,RESULTS > Anti-PMM effect of TP-siRC@tHyNPs in vivo; paragraph 30,b3fcdfde934a2ba8,toxicity; toxic; hepatotoxicity; kidney; liver; safety; thrombocytopenia,CYP3A4-siRNA,,TP-siRC@tHyNPs (CYP3A4-siRNA),siRNA,,CYP3A4,,,{},toxicity_endpoint,hepatotoxicity,safety/tolerability,hepatic,general safety,,,full_text_experimental_context_needs_curator_resolution,28-day in vivo biocompatibility and serum chemistry study,,pulmonary metastatic melanoma mouse model treated with TP-siRC@tHyNPs,mouse,serum; lung; hematology,,,,,,RESULTS > Anti-PMM effect of TP-siRC@tHyNPs in vivo; paragraph 30,,,,,,mitigated,,descriptive,,,,,,,1,0,B,C,RESULTS > Anti-PMM effect of TP-siRC@tHyNPs in vivo; paragraph 30,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Full text checked; Results section supports reduced systemic toxicity/biocompatibility of the CYP3A4-siRNA hybrid nanoparticle formulation, but evidence is formulation-level.",none
1218,2916,1846,40178922,PMC12233840,10.34067/KID.0000000771,Ameliorative Effect of an Anti-MicroRNA-21 Oligonucleotide on Animal and Human Models of Cystic Kidney Disease.,Kidney360,2025,https://pubmed.ncbi.nlm.nih.gov/40178922/,toxicity,ASO,PubMed abstract sentence 13,toxicity;toxic;hepatotoxicity,cache,research-article,,Results > Anti–miR-21-SNA Treatment Inhibits Kidney Cyst Growth; paragraph 32,3135cd9ec5c5da11,toxicity; toxic; hepatotoxicity; renal; kidney,,,anti-miR-21-SNA,ASO,,MIR21,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,pcy mouse blood chemistry safety assessment,,pcy cystic kidney mouse model after systemic anti-miR-21-SNA administration,mouse,blood; kidney,,,,,,Results > Anti–miR-21-SNA Treatment Inhibits Kidney Cyst Growth; paragraph 32,,,,,,no observed toxicity,,non-significant,,,,,,,1,0,B,B,Results > Anti–miR-21-SNA Treatment Inhibits Kidney Cyst Growth; paragraph 32,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section supports anti-miR-21-SNA kidney efficacy with reduced BUN and no observed hepatotoxicity by AST/ALT.,none
1222,2922,1847,40161818,PMC11952343,10.1101/2025.03.09.642231,IGF1R-Targeted Delivery of a Bridged Nucleic Acid Oligonucleotide-Peptide Conjugate for MicroRNA-21 Inhibition in Triple-Negative Breast Cancer.,bioRxiv,2025,https://pubmed.ncbi.nlm.nih.gov/40161818/,toxicity,ASO,PubMed abstract sentence 8,toxicity;toxic,cache,research-article,,Abstract; paragraph 1,1fe193c643af6296,toxicity; toxic; kidney; liver; safety,IGF1R-Targeted,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Abstract; paragraph 1,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",abstract_anchor_only
1538,3736,2096,41439881,PMC12730731,10.3390/biomimetics10120812,"Biocompatible Copolymerized Gold Nanoclusters: Anti-TNF-α siRNA Binding, Cellular Uptake, Cytotoxicity, Oxidative Stress and Cell Cycle Effects In Vitro.",Biomimetics (Basel),2025,https://pubmed.ncbi.nlm.nih.gov/41439881/,toxicity,siRNA,PubMed abstract sentence 6,toxicity;toxic,cache,research-article,,3. Results and Discussion > 3.3. Cytotoxicity Studies > 3.3.2. Apoptosis Studies; paragraph 43,053ba171fb17acba,toxicity; toxic; liver; cytotoxicity; sirna,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,3. Results and Discussion > 3.3. Cytotoxicity Studies > 3.3.2. Apoptosis Studies; paragraph 43,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
1542,3744,2098,40911569,PMC12412931,10.1371/journal.pone.0327375,"Upscaling, toxicity and efficacy of multifaceted dressing embedded with dsirna-loaded gold nanoparticles for enhancing diabetic wound treatment.",PLoS One,2025,https://pubmed.ncbi.nlm.nih.gov/40911569/,toxicity,siRNA,PubMed abstract sentence 7,toxicity;toxic;adverse,cache,research-article,,3 Results and discussion > 3.7. Sub-acute skin toxicity of PF127 gel > 3.7.4. Assessment of hepatic enzyme markers.; paragraph 99,26a1d62c57715b19,toxicity; toxic; hepatotoxicity; liver; safety; sirna,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,3 Results and discussion > 3.7. Sub-acute skin toxicity of PF127 gel > 3.7.4. Assessment of hepatic enzyme markers.; paragraph 99,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
1543,3747,2099,40800004,PMC12341522,10.1016/j.omton.2025.201020,Allele-specific depletion of GNAQ (Q209L) via siRNA or an rAAV2-shRNA vector induces selective toxicity in GNAQ (Q209L) uveal melanoma cells.,Mol Ther Oncol,2025,https://pubmed.ncbi.nlm.nih.gov/40800004/,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,cache,research-article,,Discussion; paragraph 21,f287b6816741932f,toxicity; toxic; liver; safety; sirna,rAAV2-shRNA,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Discussion; paragraph 21,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
1849,4425,2285,40160160,PMC11955805,10.1111/cts.70207,"A First-In-Human Phase 1 Study to Evaluate the Safety and Tolerability of LEM-S401, a Novel siRNA-DegradaBALL Drug Targeting CTGF in Healthy Adults.",Clin Transl Sci,2025,https://pubmed.ncbi.nlm.nih.gov/40160160/,toxicity,siRNA,PubMed abstract sentence 4,safety;adverse;tolerability,cache,research-article,,Results > Safety and Tolerability; paragraph 24,5fd174cb46d11539,adverse; safety; tolerability,,,LEM-S401,siRNA,,CTGF,,,{},toxicity_endpoint,safety/tolerability,safety/tolerability,general safety,general safety,,,full_text_experimental_context_needs_curator_resolution,first-in-human phase 1 clinical safety analysis,,healthy adult volunteers receiving single-dose LEM-S401,human,healthy volunteers,,,,,,Results > Safety and Tolerability; paragraph 24,,,,,,increased,,descriptive,,,,,,,1,0,B,A,Results > Safety and Tolerability; paragraph 24,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section supports LEM-S401 safety/tolerability evidence with dose-group injection-site adverse reactions and no clinically significant systemic findings.,none
1851,4429,2286,40116355,PMC11926758,10.1111/cts.70202,"Pharmacokinetics and Safety Profile of SNS812, a First in Human Fully Modified siRNA Targeting Wide-Spectrum SARS-CoV-2, in Healthy Subjects.",Clin Transl Sci,2025,https://pubmed.ncbi.nlm.nih.gov/40116355/,toxicity,siRNA,PubMed abstract sentence 3,safety;tolerability,cache,research-article,,article body; paragraph 2,97404ea298006a2e,liver; adverse; safety; tolerability; immunogenicity; sirna; rnai,SNS812,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,article body; paragraph 2,true,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",none
2106,4992,2440,41256914,PMC12621563,10.1016/j.ijpx.2025.100428,Engineered extracellular vesicles demonstrate altered endocytosis and biodistribution and have superior oral siRNA delivery efficiency compared to lipid nanoparticles.,Int J Pharm X,2025,https://pubmed.ncbi.nlm.nih.gov/41256914/,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,cache,research-article,,Results and discussion > Effect of LNPs and EV-LNP hybrids on cell viability; paragraph 45,920f43e9a96d0098,toxicity; toxic; cytotoxicity,,,,siRNA,,,,,{},toxicity_endpoint,toxicity,toxicity,general toxicity,general toxicity,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and discussion > Effect of LNPs and EV-LNP hybrids on cell viability; paragraph 45,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
2112,5002,2442,41220634,PMC12599544,10.1039/d5ra05904f,"Enhancing the intracellular delivery of antisense oligonucleotides (ASO) : a comparative study of aptamer, vitamin E, and cholesterol ASO conjugates.",RSC Adv,2025,https://pubmed.ncbi.nlm.nih.gov/41220634/,toxicity,ASO,PubMed abstract sentence 6,toxicity;toxic,cache,research-article,,Results > Cytotoxicity of conjugates; paragraph 50,0c94bf4ad4fd35a9,toxicity; toxic; cytotoxicity; aso,,,,ASO,,,,,{},toxicity_endpoint,toxicity,toxicity,general toxicity,general toxicity,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results > Cytotoxicity of conjugates; paragraph 50,true,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",none
2142,5076,2464,40862077,PMC12371500,10.1021/acsnanoscienceau.4c00066,Lipid Nanoparticle Delivery of mRNA and siRNA for Concurrent Restoration of Tumor Suppressor and Inhibition of Tumorigenic Driver in Prostate Cancer.,ACS Nanosci Au,2025,https://pubmed.ncbi.nlm.nih.gov/40862077/,toxicity,siRNA,PubMed abstract sentence 6,toxicity;toxic,cache,research-article,,Results and Discussion > Optimization of LNP Formulation for Delivery of siRNA and mRNA; paragraph 16,9e3dc8c0e46a7744,toxicity; toxic; liver; cytotoxicity; sirna,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and Discussion > Optimization of LNP Formulation for Delivery of siRNA and mRNA; paragraph 16,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
2164,5136,2483,40604820,PMC12225093,10.1186/s12951-025-03529-1,Ultrasmall nanoparticles for co-delivery of antisense oligonucleotides targeting miR-21 and miR-210 to treat glioblastoma.,J Nanobiotechnology,2025,https://pubmed.ncbi.nlm.nih.gov/40604820/,toxicity,ASO,PubMed abstract sentence 8,toxicity;toxic,cache,research-article,,Introduction; paragraph 5,41ed86aed9e303a4,toxicity; toxic; liver; complement; antisense oligonucleotide; antisense; oligonucleotide; aso,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Introduction; paragraph 5,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result
2211,5243,2513,40166479,PMC11956074,10.3762/bjnano.16.34,Synthetic-polymer-assisted antisense oligonucleotide delivery: targeted approaches for precision disease treatment.,Beilstein J Nanotechnol,2025,https://pubmed.ncbi.nlm.nih.gov/40166479/,toxicity,ASO,PubMed abstract sentence 2,toxicity;toxic,cache,review-article,,Review > Synthetic polymers for enhanced ASOs delivery > Polyamines; paragraph 40,5d0e569466e5883e,toxicity; toxic; liver; adverse; cytotoxicity; antisense; oligonucleotide; aso; sirna; phosphorothioate,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,C,C,Review > Synthetic polymers for enhanced ASOs delivery > Polyamines; paragraph 40,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",review_or_meta_analysis
2235,5293,2526,40006524,PMC11859093,10.3390/pharmaceutics17020157,Engineering Lipid Nanoparticles to Enhance Intracellular Delivery of Transforming Growth Factor-Beta siRNA (siTGF-β1) via Inhalation for Improving Pulmonary Fibrosis Post-Bleomycin Challenge.,Pharmaceutics,2025,https://pubmed.ncbi.nlm.nih.gov/40006524/,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,cache,research-article,,"3. Results and Discussion > 3.7. Toxicity Evaluation of Heart, Kidney, Liver, and Spleen; paragraph 55",17b6d20b12d690cc,toxicity; toxic; kidney; liver; safety,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,"3. Results and Discussion > 3.7. Toxicity Evaluation of Heart, Kidney, Liver, and Spleen; paragraph 55",false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
3372,8184,3403,41471333,PMC12736085,10.3390/ph18121844,Development of a Dual Gene-Targeted Multi-Sirna with Branched Structure and Its Role in the Therapy of Liver Cancer.,Pharmaceuticals (Basel),2025,https://pubmed.ncbi.nlm.nih.gov/41471333/,toxicity,siRNA,PubMed abstract sentence 4,toxicity;toxic,cache,research-article,,3. Discussion; paragraph 15,fd04e7ac4c07779f,toxicity; toxic; liver; immunogenicity; aso; sirna; rnai,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,3. Discussion; paragraph 15,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
3376,8194,3406,41438365,PMC12719085,10.1016/j.omtn.2025.102776,The role of exosomes as oligonucleotide delivery system for managing α-synuclein in Parkinson's disease: A systematic review of in vivo studies.,Mol Ther Nucleic Acids,2025,https://pubmed.ncbi.nlm.nih.gov/41438365/,toxicity,ASO,PubMed abstract sentence 9,toxicity;toxic,cache,research-article,,Results > Animal motor performance; paragraph 26,a32be3add91bb381,toxicity; toxic; liver; cytotoxicity; oligonucleotide,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results > Animal motor performance; paragraph 26,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",review_or_meta_analysis
3398,8248,3422,41361792,PMC12687539,10.1186/s12951-025-03827-8,Synergistic effect study on the co-delivery of paclitaxel and SiRNA targeting STMN1 based on MPDA nanoparticles in the therapy of ovarian cancer.,J Nanobiotechnology,2025,https://pubmed.ncbi.nlm.nih.gov/41361792/,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,cache,research-article,,Discussion; paragraph 34,0636a7b2d35890ba,toxicity; toxic; kidney; liver; sirna,STMN1,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,C,C,Discussion; paragraph 34,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
