candidate_id,queue_id,source_document_id,pmid,pmcid,doi,title,journal_or_agency,publication_year,source_url,evidence_domain,candidate_modality,candidate_source_location,candidate_matched_terms,fetch_status,article_type,pmc_license,proposed_source_location,source_anchor_hash,machine_matched_terms,molecule_name_proposed,molecule_id,molecule_canonical_name,modality_name,target_gene_symbol_proposed,target_gene_symbol,disease_context,therapeutic_status,external_ids,verified_entity_table,endpoint_name_proposed,endpoint_name,endpoint_category_proposed,endpoint_category,evidence_type_proposed,evidence_type,assay_type_proposed,assay_type,model_context_proposed,model_context,organism,cell_line_or_tissue,dose_value,dose_unit,exposure_time_value,exposure_time_unit,replicate_count,assay_source_location,measured_value_proposed,measured_value,measured_unit_proposed,measured_unit,direction_proposed,direction,significance_label_proposed,significance_label,offtarget_gene_symbol,offtarget_transcript_id,measured_effect,effect_unit,match_type,seed_match_length,is_observed_experimental,is_computational_prediction,evidence_grade_proposed,evidence_grade,source_location_verified,benchmark_eligible_proposed,curator_decision,curator_id,validation_status,audit_note_proposed,audit_note,risk_flags
52,120,1031,41994868,PMC13096799,10.1093/nar/gkag345,Acyclic serinol nucleic acid modification of siRNAs overcomes seed region mediated off-target effects while maintaining potency.,Nucleic Acids Res,2026,https://pubmed.ncbi.nlm.nih.gov/41994868/,offtarget,siRNA,PubMed abstract sentence 5,off-target;seed,cache,research-article,,Results > In vitro gene silencing of modified siRNA containing SNA modifications; paragraph 28,d46dd71ea9b7a983,off-target; risc; sirna; rnai; galnac; phosphorothioate; lna,,,SNA-modified GalNAc-siRNA panel from PMID 41994868,siRNA,,TTR,,,{},offtarget_evidence,,,,,off-target evidence,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,dual-luciferase off-target reporter assay,,COS-7 cells; GalNAc-siRNA targeting Ttr,human,COS-7 cells,,,,,,Results > Analysis of miRNA-like off-target activity in a luciferase reporter assay; paragraph 3,,,,,,,,,,,,,seed,7,1,0,B,A,Results > Analysis of miRNA-like off-target activity in a luciferase reporter assay; paragraph 3,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section directly supports SNA-modified GalNAc-siRNA mitigation of seed-mediated off-target reporter activity.,none
278,592,1154,41646886,PMC12870468,10.1016/j.omtn.2026.102835,2'-Ribose-modified nucleotides: A strategy for reducing off-target effects of oligonucleotide drugs.,Mol Ther Nucleic Acids,2026,https://pubmed.ncbi.nlm.nih.gov/41646886/,offtarget,ASO,PubMed abstract sentence 4,off-target;silencing,cache,research-article,,Discussion; paragraph 27,60a3b67ebc8736ba,off-target; seed; unintended; silencing; antisense; aso; sirna; rnai; galnac; lna,,,,ASO,,,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Discussion; paragraph 27,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
1830,4384,2274,41755844,PMC12933297,10.1021/jacsau.5c01765,Taming the Achilles' Heel: A Chemical and Structural Design to Address Off-Target Effects in siRNA Therapeutics.,JACS Au,2026,https://pubmed.ncbi.nlm.nih.gov/41755844/,offtarget,siRNA,PubMed abstract sentence 8,off-target;seed,cache,research-article,,article body; paragraph 18,715e54c8da589af8,off-target; seed; transcriptome; silencing; risc; sirna; rnai,,,,siRNA,,,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,article body; paragraph 18,true,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",none
284,604,1157,41467115,PMC12744844,10.1016/j.omtn.2025.102693,An siRMSD parameter of structural distortion induced by chemical modification is predictive of the off-target effect of siRNA.,Mol Ther Nucleic Acids,2025,https://pubmed.ncbi.nlm.nih.gov/41467115/,offtarget,siRNA,PubMed abstract sentence 3,off-target;unintended,cache,research-article,,Results > RNAi and off-target activities of siRNAs with chemical modifications; paragraph 10,594ce937d05e3452,off-target; seed; sirna; rnai,,,siVIM-270 chemical modification panel from PMID 41467115,siRNA,,VIM,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,dual-luciferase reporter assay and transcriptome validation,,HeLa cells and luciferase reporter constructs,human,HeLa cells,,,,,,Results > RNAi and off-target activities of siRNAs with chemical modifications; paragraph 10,,,,,,,,,,,,,seed,7,1,0,B,A,Results > RNAi and off-target activities of siRNAs with chemical modifications; paragraph 10,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section directly measures seed-region chemical modification effects on siRNA off-target reporter activity.,none
616,1442,1410,41315228,PMC12663328,10.1038/s41467-025-65799-5,The nucleobase guanine at the 3'-terminus of oligonucleotide RGLS4326 drives off-target AMPAR inhibition and CNS toxicity.,Nat Commun,2025,https://pubmed.ncbi.nlm.nih.gov/41315228/,offtarget,ASO,PubMed abstract sentence 1,off-target;unintended,cache,research-article,,Results > RGLS4326 inhibits AMPAR ligand binding and function; paragraph 10,28e7c96cb37b861f,off-target; unintended; hybridization,RGLS4326,,RGLS4326,ASO,,,,,{},offtarget_evidence,,,,,hybridization/mismatch off-target effect,off-target evidence,full_text_experimental_context_needs_curator_resolution,SpectrumScreen binding panel and AMPAR functional assay,,molecular target binding panel and AMPAR assay,,,,,,,,Results > RGLS4326 inhibits AMPAR ligand binding and function; paragraph 10,,,,,,,,,,,,,off-target pharmacology,,1,0,B,B,Results > RGLS4326 inhibits AMPAR ligand binding and function; paragraph 10,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section supports RGLS4326 off-target AMPAR ligand-binding/function inhibition as a CNS toxicity mechanism.,none
676,1566,1442,41066632,PMC12581821,10.1093/hmg/ddaf153,Determining off-target effects of splice-switching antisense oligonucleotides using short read RNAseq in neuronally differentiated human induced pluripotent stem cells.,Hum Mol Genet,2025,https://pubmed.ncbi.nlm.nih.gov/41066632/,offtarget,ASO,PubMed abstract sentence 5,off-target;transcriptome;hybridization,cache,research-article,,Results > Hybridization-dependent off-target splicing events do not play a major role after transfection; paragraph 19,52665c371b59be1b,transcriptome; mismatch; hybridization,,,APP-AON/ATXN3-AON/HTT-AON panel from PMID 41066632,ASO,,,,,{},offtarget_evidence,,,,,transcriptome-level off-target effect,hybridization/mismatch off-target effect,full_text_experimental_context_needs_curator_resolution,short-read RNA-seq with RT-PCR validation,,neuronally differentiated human induced pluripotent stem cells,human,neuronally differentiated hiPSCs,,,,,,Results > Hybridization-dependent off-target splicing events do not play a major role after transfection; paragraph 19,,,,,,,,,,,,,hybridization/mismatch,,1,0,B,A,Results > Hybridization-dependent off-target splicing events do not play a major role after transfection; paragraph 19,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section links AON-specific splicing events to predicted off-target binding sites and validates selected events.,none
3441,8369,3461,41141640,PMC12550521,10.21769/BioProtoc.5475,Effective Gene Silencing in Plants by Synthetic Trans-Acting siRNAs Derived From Minimal Precursors.,Bio Protoc,2025,https://pubmed.ncbi.nlm.nih.gov/41141640/,offtarget,siRNA,PubMed abstract sentence 6,off-target;silencing,cache,methods-article,,General notes and troubleshooting; paragraph 348,356c784839257f96,off-target; transcriptome; sirna,,,,siRNA,,,,,{},offtarget_evidence,,,,,transcriptome-level off-target effect,transcriptome-level off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,General notes and troubleshooting; paragraph 348,true,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",none
8,16,1001,38192001,PMC10799297,10.1093/bioinformatics/btae011,SeedMatchR: identify off-target effects mediated by siRNA seed regions in RNA-seq experiments.,Bioinformatics,2024,https://pubmed.ncbi.nlm.nih.gov/38192001/,offtarget,siRNA,PubMed abstract sentence 2,off-target;seed,cache,brief-report,,1 Introduction; paragraph 5,6a806e6ccc1fcd2f,off-target; seed; transcriptome; sirna,,,,siRNA,,,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,1 Introduction; paragraph 5,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result
881,2035,1574,38993932,PMC11238192,10.1016/j.omtn.2024.102237,Strategies to improve the design of gapmer antisense oligonucleotide on allele-specific silencing.,Mol Ther Nucleic Acids,2024,https://pubmed.ncbi.nlm.nih.gov/38993932/,offtarget,ASO,PubMed abstract sentence 8,mismatch;silencing,cache,research-article,,Results > Mixmer ASOs silence COL6A3 via RNase H-mediated RNA cleavage; paragraph 21,e26b0e55bb534b42,silencing; risc; aso; sirna; gapmer; lna,,,,ASO,,,,,{},offtarget_evidence,,,,,off-target evidence,off-target evidence,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results > Mixmer ASOs silence COL6A3 via RNase H-mediated RNA cleavage; paragraph 21,true,reject,jie_ni,curator_rejected,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Reject: source location supports RNase H-mediated COL6A3 silencing/MOA, not primary ASO off-target evidence.",none
8792,30952,12077,39231537,PMC11472056,10.1093/nar/gkae741,Synthesis of 2'-formamidonucleoside phosphoramidites for suppressing the seed-based off-target effects of siRNAs.,Nucleic Acids Res,2024,https://pubmed.ncbi.nlm.nih.gov/39231537/,offtarget,siRNA,PubMed abstract sentence 1,off-target;seed,cache,research-article,,Introduction; paragraph 2,164ce04b457b38df,off-target; seed; unintended; silencing; risc; sirna; small interfering rna; rnai,,,,siRNA,,,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Introduction; paragraph 2,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result
244,522,1136,38042877,PMC10693639,10.1038/s41467-023-43714-0,Dynamic and static control of the off-target interactions of antisense oligonucleotides using toehold chemistry.,Nat Commun,2023,https://pubmed.ncbi.nlm.nih.gov/38042877/,offtarget,ASO,PubMed abstract sentence 4,off-target;hybridization,cache,research-article,,Results > Hybridization-dependent mechanism: complementary PNA strand mitigates off-target hybridizations; paragraph 31,5e1facd2a00d8049,off-target; mismatch; hybridization; antisense; aso; gapmer; lna,,,PNA-braced ASO panel from PMID 38042877,ASO,,,,,{},offtarget_evidence,,,,,hybridization/mismatch off-target effect,hybridization/mismatch off-target effect,full_text_experimental_context_needs_curator_resolution,FRET strand-exchange assay and Huh-7 off-target knockdown assay,,Huh-7 cells and in-cuvette hybridization assay,human,Huh-7 cells,,,,,,Results > Hybridization-dependent mechanism: complementary PNA strand mitigates off-target hybridizations; paragraph 31,,,,,,,,,,,,,hybridization/mismatch,,1,0,B,A,Results > Hybridization-dependent mechanism: complementary PNA strand mitigates off-target hybridizations; paragraph 31,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section directly supports PNA bracing suppressing hybridization-dependent ASO off-target knockdown.,none
748,1716,1481,37200862,PMC10185704,10.1016/j.omtn.2023.04.010,Block or degrade? Balancing on- and off-target effects of antisense strategies against transcripts with expanded triplet repeats in DM1.,Mol Ther Nucleic Acids,2023,https://pubmed.ncbi.nlm.nih.gov/37200862/,offtarget,ASO,PubMed abstract sentence 8,off-target;transcriptome,cache,research-article,,Results > The repeat-blocking ASO and both gapmers lead to downregulation of DMPK RNA; paragraph 8,7fe4b72162204bd9,off-target; aso; gapmer; phosphorothioate,DM1,,DM1 ASO panel from PMID 37200862,ASO,,DMPK,,,{},offtarget_evidence,,,,,off-target evidence,transcriptome-level off-target effect,full_text_experimental_context_needs_curator_resolution,RNA-seq transcriptome profiling,,DM1 patient-derived immortalized myoblasts,human,DM1 myoblasts,,,,,,Results > RNA-seq reveals activation of the interferon response by all ASOs and additional off-target effects on gene expression by the repeat gapmer; paragraph 3,,,,,,,,,,,,,transcriptome,,1,0,B,A,Results > RNA-seq reveals activation of the interferon response by all ASOs and additional off-target effects on gene expression by the repeat gapmer; paragraph 3,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; updated to the Results RNA-seq section that directly reports transcriptome-level off-target expression changes for repeat-targeting ASOs.,none
621,1449,1411,35736224,PMC9262600,10.1093/nar/gkac539,From bench to bedside: Improving the clinical safety of GalNAc-siRNA conjugates using seed-pairing destabilization.,Nucleic Acids Res,2022,https://pubmed.ncbi.nlm.nih.gov/35736224/,offtarget,siRNA,PubMed abstract sentence 2,off-target;seed,cache,research-article,,RESULTS > Application of ESC+ design to improve the specificity and safety of ALN-HBV; paragraph 46,d2cc5d7a92cd60b0,off-target; seed; transcriptome; hybridization; risc; sirna; rnai; galnac; lna,,,ALN-HBV/ALN-HBV02 GalNAc-siRNA panel from PMID 35736224,siRNA,,HBV,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,RNA-seq specificity profiling after siRNA transfection,,HepG2.2.15 cells and HBV-AAV mouse model,human; mouse,HepG2.2.15 cells,,,,,,RESULTS > Application of ESC+ design to improve the specificity and safety of ALN-HBV; paragraph 46,,,,,,,,,,,,,seed,7,1,0,B,A,RESULTS > Application of ESC+ design to improve the specificity and safety of ALN-HBV; paragraph 46,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section supports ESC+ seed-pairing destabilization reducing ALN-HBV transcriptome dysregulation/off-target risk.,none
1791,4307,2255,35071927,PMC8771963,10.1021/acsomega.1c06455,siRNA Seed Region Is Divided into Two Functionally Different Domains in RNA Interference in Response to 2'-OMe Modifications.,ACS Omega,2022,https://pubmed.ncbi.nlm.nih.gov/35071927/,offtarget,siRNA,PubMed abstract sentence 2,seed;unintended,cache,research-article,,Introduction; paragraph 4,247a9d2f3a1d4c84,off-target; seed; silencing; risc; sirna; rnai; locked nucleic acid,,,,siRNA,,,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Introduction; paragraph 4,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result
1892,4514,2308,35205363,PMC8872465,10.3390/genes13020319,The siRNA Off-Target Effect Is Determined by Base-Pairing Stabilities of Two Different Regions with Opposite Effects.,Genes (Basel),2022,https://pubmed.ncbi.nlm.nih.gov/35205363/,offtarget,siRNA,PubMed abstract sentence 2,seed;unintended,cache,research-article,,1. Introduction; paragraph 4,4980ab729b47ba37,off-target; seed; silencing; risc; aso; sirna; rnai,,,,siRNA,,,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,1. Introduction; paragraph 4,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result
4297,10419,4058,36276652,PMC9576606,10.7150/thno.77830,Specificity of oligonucleotide gene therapy (OGT) agents.,Theranostics,2022,https://pubmed.ncbi.nlm.nih.gov/36276652/,offtarget,ASO,PubMed abstract sentence 8,off-target;hybridization,cache,review-article,,2. Antisense oligonucleotides (ASO agents) > 2.3. In vitro and in vivo hybridization dependent OTE; paragraph 13,799fccc53dd3ef3a,off-target; unintended; mismatch; hybridization; antisense oligonucleotide; antisense; oligonucleotide; aso; sirna; gapmer; lna,,,,ASO,,,,,{},offtarget_evidence,,,,,hybridization/mismatch off-target effect,hybridization/mismatch off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,C,C,2. Antisense oligonucleotides (ASO agents) > 2.3. In vitro and in vivo hybridization dependent OTE; paragraph 13,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",review_or_meta_analysis
1577,3809,2113,34388351,PMC8713556,10.1089/nat.2020.0921,Transcriptome-Wide Off-Target Effects of Steric-Blocking Oligonucleotides.,Nucleic Acid Ther,2021,https://pubmed.ncbi.nlm.nih.gov/34388351/,offtarget,ASO,PubMed abstract sentence 2,off-target;transcriptome,cache,research-article,,Introduction; paragraph 4,9bf30d230ca58160,off-target; mismatch; hybridization; oligonucleotide; aso; gapmer; locked nucleic acid,,,,ASO,,,,,{},offtarget_evidence,,,,,hybridization/mismatch off-target effect,hybridization/mismatch off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Introduction; paragraph 4,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result
1475,3597,2058,29459660,PMC5818625,10.1038/s41467-018-02989-4,Selection of GalNAc-conjugated siRNAs with limited off-target-driven rat hepatotoxicity.,Nat Commun,2018,https://pubmed.ncbi.nlm.nih.gov/29459660/,offtarget,siRNA,PubMed abstract sentence 4,off-target;hybridization,cache,research-article,OpenAccess,Results > siRNA off-targets are enriched for seed complementarity; paragraph 17,8219cabdf209b40b,off-target; seed; transcriptome; risc; antisense; sirna; rnai; galnac; lna,,,GalNAc-siRNA panel from PMID 29459660,siRNA,,,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,RNA-seq off-target profiling in hepatocytes and rat liver,,rat hepatocytes and rat liver after GalNAc-siRNA exposure,rat,rat hepatocytes; rat liver,,,,,,Results > siRNA off-targets are enriched for seed complementarity; paragraph 17,,,,,,,,,,,,,seed,7,1,0,B,A,Results > siRNA off-targets are enriched for seed complementarity; paragraph 17,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section directly supports seed-complement-enriched GalNAc-siRNA off-target transcript dysregulation in vitro and in vivo.,none
1584,3824,2117,29450406,PMC5808362,10.1021/acsomega.7b00291,Chemical Modification of the siRNA Seed Region Suppresses Off-Target Effects by Steric Hindrance to Base-Pairing with Targets.,ACS Omega,2017,https://pubmed.ncbi.nlm.nih.gov/29450406/,offtarget,siRNA,PubMed abstract sentence 1,off-target;seed,cache,research-article,,Results and Discussion; paragraph 18,cb966e7e0b08c47d,seed; silencing; risc; sirna; rnai; lna,,,,siRNA,,,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and Discussion; paragraph 18,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
1777,4275,2246,21687525,PMC3109444,10.4161/adna.1.1.12204,In vivo efficacy and off-target effects of locked nucleic acid (LNA) and unlocked nucleic acid (UNA) modified siRNA and small internally segmented interfering RNA (sisiRNA) in mice bearing human tumor xenografts.,Artif DNA PNA XNA,2010,https://pubmed.ncbi.nlm.nih.gov/21687525/,offtarget,siRNA,PubMed abstract sentence 10,off-target;seed,cache,research-article,,Abstract; paragraph 1,ede50b9c0b589f09,off-target; seed; antisense; sirna; small interfering rna; lna,,,,siRNA,,,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Abstract; paragraph 1,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",abstract_anchor_only
2129,5043,2454,41020503,PMC12477598,10.1093/nar/gkaf937,Modified unlocked nucleic acid (MUNA) mitigates off-target effects of small interfering RNAs.,Nucleic Acids Res,2025,https://pubmed.ncbi.nlm.nih.gov/41020503/,offtarget,ASO/siRNA,PubMed abstract sentence 4,off-target;seed,cache,research-article,,Results > Modified UNAs mitigate off-target activity without reducing on-target activity in cell culture; paragraph 69,31159022c2584801,off-target; seed; silencing; antisense; sirna,,,,ASO/siRNA mixed context,,,,,{},offtarget_evidence,,,,,seed-mediated off-target effect,seed-mediated off-target effect,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results > Modified UNAs mitigate off-target activity without reducing on-target activity in cell culture; paragraph 69,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",mixed_modality_needs_resolution
4489,10939,4222,29860520,PMC6093183,10.1093/nar/gky437,"Specificity of RNAi, LNA and CRISPRi as loss-of-function methods in transcriptional analysis.",Nucleic Acids Res,2018,https://pubmed.ncbi.nlm.nih.gov/29860520/,offtarget,siRNA,PubMed abstract sentence 3,off-target;transcriptome,cache,research-article,http://creativecommons.org/licenses/by/4.0/,RESULTS > LNA and RNAi technologies are associated with non-negligible off-target effects; Figure 1. caption,eef0edbaefca344e,off-target; oligonucleotide; sirna; rnai; lna,,,negative-control siRNA panel from PMID 29860520,siRNA,,,,,{},offtarget_evidence,,,,,off-target evidence,transcriptome-level off-target effect,full_text_experimental_context_needs_curator_resolution,RNA-seq differential expression profiling,,HeLa cells treated with negative-control siRNAs,human,HeLa cells,,,,,,RESULTS > LNA and RNAi technologies are associated with non-negligible off-target effects; Figure 1. caption,,,,,,,,,,,,,transcriptome,,1,0,B,A,RESULTS > LNA and RNAi technologies are associated with non-negligible off-target effects; Figure 1. caption,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results/Figure 1 section directly supports sequence-dependent transcriptome off-target effects from control siRNAs.,none
2591,6223,2813,26338776,PMC4605310,10.1093/nar/gkv857,In silico and in vitro evaluation of exonic and intronic off-target effects form a critical element of therapeutic ASO gapmer optimization.,Nucleic Acids Res,2015,https://pubmed.ncbi.nlm.nih.gov/26338776/,offtarget,ASO,PubMed abstract sentence 3,off-target;hybridization,cache,research-article,http://creativecommons.org/licenses/by-nc/4.0/,RESULTS > Intronic regions are markedly more susceptible to ASO-silencing than exonic sequence; paragraph 24,84b1f719835e30c1,off-target; unintended; mismatch; aso; gapmer; lna,,,GSK2910546A ASO gapmer panel from PMID 26338776,ASO,,BACH1,,,{},offtarget_evidence,,,,,hybridization/mismatch off-target effect,hybridization/mismatch off-target effect,full_text_experimental_context_needs_curator_resolution,OpenArray qPCR off-target knockdown assay,,normal human bronchial epithelial cells,human,NHBE cells,,,,,,RESULTS > Intronic regions are markedly more susceptible to ASO-silencing than exonic sequence; paragraph 24,,,,,,,,,,,,,hybridization/mismatch,,1,0,B,A,RESULTS > Intronic regions are markedly more susceptible to ASO-silencing than exonic sequence; paragraph 24,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section directly supports mismatch-tolerant ASO gapmer knockdown of predicted intronic off-target transcripts.,none
11,21,1002,41760661,PMC12954066,10.1038/s41467-026-69980-2,Dysregulation of the DNA damage response by phosphorothioate antisense oligonucleotides.,Nat Commun,2026,https://pubmed.ncbi.nlm.nih.gov/41760661/,toxicity,ASO,PubMed abstract sentence 6,toxic;dna damage,cache,research-article,,Results > ASO treatment cause activation of DNA repair enzymes and these proteins are enriched in ASO-seeded PS bodies; paragraph 15,ec2deef359e68dc1,dna damage; aso,,,phosphorothioate ASO panel from PMID 41760661,ASO,,,,,{},toxicity_endpoint,DNA damage response,DNA damage response,genotoxicity,genotoxicity,,,full_text_experimental_context_needs_curator_resolution,cell-based DNA damage response assay and mouse ICV study,,U2OS cells and mouse brain after ASO exposure,human; mouse,U2OS cells; brain,,,,,,Results > ASO treatment cause activation of DNA repair enzymes and these proteins are enriched in ASO-seeded PS bodies; paragraph 15,,,,,,increased,,significant,,,,,,,1,0,B,A,Results > ASO treatment cause activation of DNA repair enzymes and these proteins are enriched in ASO-seeded PS bodies; paragraph 15,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section supports ASO-associated activation of DNA repair enzymes and DNA damage response signaling.,none
